location,year,month,tmean,tmin,tmax,precip_mm,precip_mmday,rh2m,ws2m,ws10m,sw_insol,soilmoist,ps
Kapoeta lowlands 4.767N 33.600E,1981,1,29.78,19.76,38.58,0.0,0.0,27.73,4.23,6.04,-999.0,0.41,94.36
Kapoeta lowlands 4.767N 33.600E,1981,2,30.94,21.55,40.15,1.4,0.05,27.5,3.96,5.51,-999.0,0.41,94.29
Kapoeta lowlands 4.767N 33.600E,1981,3,29.02,20.97,39.78,157.8,5.09,53.58,3.82,5.28,-999.0,0.45,94.32
Kapoeta lowlands 4.767N 33.600E,1981,4,27.0,21.18,35.54,85.8,2.86,65.62,3.6,5.07,-999.0,0.48,94.43
Kapoeta lowlands 4.767N 33.600E,1981,5,26.58,21.04,36.41,114.7,3.7,68.02,3.04,4.39,-999.0,0.49,94.48
Kapoeta lowlands 4.767N 33.600E,1981,6,27.24,19.31,35.64,43.2,1.44,58.08,2.52,3.68,-999.0,0.45,94.66
Kapoeta lowlands 4.767N 33.600E,1981,7,25.36,19.86,35.16,142.9,4.61,69.0,1.9,2.84,-999.0,0.47,94.68
Kapoeta lowlands 4.767N 33.600E,1981,8,25.91,19.7,34.51,111.0,3.58,68.3,1.96,2.94,-999.0,0.49,94.59
Kapoeta lowlands 4.767N 33.600E,1981,9,26.53,19.9,35.83,135.9,4.53,66.25,1.91,2.87,-999.0,0.48,94.55
Kapoeta lowlands 4.767N 33.600E,1981,10,27.82,21.03,36.73,67.3,2.17,58.15,2.91,4.31,-999.0,0.47,94.45
Kapoeta lowlands 4.767N 33.600E,1981,11,28.01,20.29,36.3,39.9,1.33,54.9,2.81,4.1,-999.0,0.45,94.41
Kapoeta lowlands 4.767N 33.600E,1981,12,28.97,20.09,38.2,14.0,0.45,40.8,3.69,5.37,-999.0,0.42,94.4
Kapoeta lowlands 4.767N 33.600E,1982,1,29.02,21.3,38.79,28.5,0.92,42.21,3.48,4.96,-999.0,0.42,94.33
Kapoeta lowlands 4.767N 33.600E,1982,2,30.24,20.06,39.58,8.4,0.3,33.68,3.34,4.63,-999.0,0.41,94.28
Kapoeta lowlands 4.767N 33.600E,1982,3,32.06,23.38,41.35,8.4,0.27,31.69,4.48,6.13,-999.0,0.41,94.21
Kapoeta lowlands 4.767N 33.600E,1982,4,28.97,22.8,38.61,84.0,2.8,55.22,4.15,5.73,-999.0,0.43,94.35
Kapoeta lowlands 4.767N 33.600E,1982,5,27.46,20.95,37.1,123.1,3.97,63.72,3.15,4.5,-999.0,0.46,94.46
Kapoeta lowlands 4.767N 33.600E,1982,6,27.31,20.16,36.05,51.0,1.7,59.81,2.5,3.64,-999.0,0.45,94.66
Kapoeta lowlands 4.767N 33.600E,1982,7,26.66,19.74,35.51,109.1,3.52,59.5,2.46,3.65,-999.0,0.46,94.61
Kapoeta lowlands 4.767N 33.600E,1982,8,25.68,19.31,35.25,137.0,4.42,66.83,2.04,3.08,-999.0,0.48,94.63
Kapoeta lowlands 4.767N 33.600E,1982,9,28.1,20.46,37.39,32.1,1.07,50.93,2.67,3.93,-999.0,0.44,94.54
Kapoeta lowlands 4.767N 33.600E,1982,10,27.6,20.83,37.41,71.9,2.32,56.58,3.36,4.89,-999.0,0.44,94.41
Kapoeta lowlands 4.767N 33.600E,1982,11,26.39,19.25,35.93,91.2,3.04,64.85,2.42,3.55,-999.0,0.46,94.43
Kapoeta lowlands 4.767N 33.600E,1982,12,27.31,20.24,36.17,38.4,1.24,53.99,3.04,4.45,-999.0,0.45,94.46
Kapoeta lowlands 4.767N 33.600E,1983,1,28.91,18.53,38.66,3.7,0.12,37.61,2.79,4.02,-999.0,0.42,94.49
Kapoeta lowlands 4.767N 33.600E,1983,2,31.22,22.18,40.69,3.4,0.12,34.46,3.3,4.58,-999.0,0.41,94.38
Kapoeta lowlands 4.767N 33.600E,1983,3,33.02,25.1,40.98,2.8,0.09,30.49,4.51,6.15,-999.0,0.41,94.25
Kapoeta lowlands 4.767N 33.600E,1983,4,30.8,22.74,40.06,69.9,2.33,44.9,4.01,5.55,-999.0,0.42,94.33
Kapoeta lowlands 4.767N 33.600E,1983,5,28.63,21.76,37.52,80.3,2.59,55.62,3.57,5.1,-999.0,0.44,94.4
Kapoeta lowlands 4.767N 33.600E,1983,6,27.97,20.69,37.65,121.5,4.05,57.25,2.61,3.78,-999.0,0.44,94.58
Kapoeta lowlands 4.767N 33.600E,1983,7,26.15,20.3,36.05,99.8,3.22,64.76,2.12,3.21,-999.0,0.48,94.62
Kapoeta lowlands 4.767N 33.600E,1983,8,24.77,19.17,35.79,235.3,7.59,75.88,1.69,2.59,-999.0,0.54,94.71
Kapoeta lowlands 4.767N 33.600E,1983,9,26.48,18.53,35.41,52.8,1.76,63.04,2.21,3.36,-999.0,0.49,94.57
Kapoeta lowlands 4.767N 33.600E,1983,10,26.48,20.06,35.92,137.0,4.42,68.83,2.09,3.13,-999.0,0.5,94.48
Kapoeta lowlands 4.767N 33.600E,1983,11,27.07,20.19,36.05,56.4,1.88,60.09,2.5,3.72,-999.0,0.47,94.57
Kapoeta lowlands 4.767N 33.600E,1983,12,28.49,18.34,37.43,3.4,0.11,40.8,3.03,4.45,-999.0,0.43,94.42
Kapoeta lowlands 4.767N 33.600E,1984,1,29.23,19.96,38.84,1.6,0.05,31.78,2.5,3.69,20.85,0.41,94.3
Kapoeta lowlands 4.767N 33.600E,1984,2,30.61,21.77,40.2,13.6,0.47,23.5,4.38,6.14,22.61,0.41,94.13
Kapoeta lowlands 4.767N 33.600E,1984,3,30.9,21.77,40.23,115.0,3.71,36.48,4.85,6.69,23.13,0.43,94.15
Kapoeta lowlands 4.767N 33.600E,1984,4,28.83,22.22,39.07,110.1,3.67,56.11,3.46,4.88,19.26,0.46,94.23
Kapoeta lowlands 4.767N 33.600E,1984,5,28.49,21.91,36.74,32.6,1.05,53.76,3.23,4.63,20.55,0.44,94.36
Kapoeta lowlands 4.767N 33.600E,1984,6,28.04,21.44,37.32,17.4,0.58,49.05,2.82,4.08,20.85,0.42,94.57
Kapoeta lowlands 4.767N 33.600E,1984,7,27.72,20.37,36.54,58.0,1.87,51.61,2.41,3.5,20.04,0.43,94.54
Kapoeta lowlands 4.767N 33.600E,1984,8,28.31,20.33,37.02,40.3,1.3,49.6,2.59,3.77,20.82,0.43,94.57
Kapoeta lowlands 4.767N 33.600E,1984,9,28.52,20.35,37.74,49.2,1.64,46.94,2.73,4.01,22.13,0.43,94.47
Kapoeta lowlands 4.767N 33.600E,1984,10,28.88,22.43,37.75,30.7,0.99,47.43,3.9,5.63,22.12,0.42,94.44
Kapoeta lowlands 4.767N 33.600E,1984,11,27.77,21.03,36.81,40.5,1.35,54.37,3.72,5.36,19.7,0.42,94.42
Kapoeta lowlands 4.767N 33.600E,1984,12,28.51,20.65,38.54,30.7,0.99,42.11,3.4,4.88,20.83,0.42,94.31
Kapoeta lowlands 4.767N 33.600E,1985,1,29.66,22.09,39.27,12.7,0.41,34.9,4.59,6.44,22.09,0.41,94.25
Kapoeta lowlands 4.767N 33.600E,1985,2,29.81,19.35,39.93,2.2,0.08,26.18,2.73,3.85,23.31,0.41,94.26
Kapoeta lowlands 4.767N 33.600E,1985,3,29.99,22.08,39.61,89.9,2.9,44.73,4.61,6.3,20.57,0.42,94.24
Kapoeta lowlands 4.767N 33.600E,1985,4,26.36,20.11,35.07,126.9,4.23,68.73,2.9,4.12,19.75,0.49,94.39
Kapoeta lowlands 4.767N 33.600E,1985,5,25.9,20.16,34.77,154.1,4.97,70.31,2.77,4.02,20.2,0.5,94.49
Kapoeta lowlands 4.767N 33.600E,1985,6,25.58,19.37,34.05,83.7,2.79,67.34,1.98,2.96,19.83,0.48,94.71
Kapoeta lowlands 4.767N 33.600E,1985,7,24.72,18.56,34.29,154.7,4.99,69.14,1.98,2.99,18.67,0.49,94.69
Kapoeta lowlands 4.767N 33.600E,1985,8,25.57,18.97,35.61,129.0,4.16,65.02,2.04,3.1,20.88,0.5,94.65
Kapoeta lowlands 4.767N 33.600E,1985,9,27.35,19.68,36.19,60.0,2.0,58.34,2.18,3.23,22.41,0.47,94.47
Kapoeta lowlands 4.767N 33.600E,1985,10,28.55,20.96,37.56,7.8,0.25,47.99,3.28,4.77,22.49,0.43,94.43
Kapoeta lowlands 4.767N 33.600E,1985,11,27.48,20.12,37.75,39.3,1.31,55.4,2.74,4.0,20.63,0.44,94.46
Kapoeta lowlands 4.767N 33.600E,1985,12,29.49,21.53,37.92,3.7,0.12,37.05,3.39,4.9,22.21,0.41,94.33
Kapoeta lowlands 4.767N 33.600E,1986,1,29.7,21.27,38.78,3.4,0.11,28.79,3.29,4.69,22.96,0.41,94.34
Kapoeta lowlands 4.767N 33.600E,1986,2,31.51,23.04,39.61,7.3,0.26,29.56,3.89,5.36,20.14,0.41,94.22
Kapoeta lowlands 4.767N 33.600E,1986,3,29.28,21.25,39.45,133.6,4.31,48.5,3.58,5.01,21.94,0.45,94.27
Kapoeta lowlands 4.767N 33.600E,1986,4,28.31,21.59,38.34,111.6,3.72,58.83,3.71,5.2,20.63,0.46,94.31
Kapoeta lowlands 4.767N 33.600E,1986,5,27.64,21.2,36.08,53.3,1.72,60.57,3.19,4.58,19.96,0.46,94.47
Kapoeta lowlands 4.767N 33.600E,1986,6,25.23,19.94,33.91,183.9,6.13,73.5,1.67,2.51,17.45,0.5,94.62
Kapoeta lowlands 4.767N 33.600E,1986,7,24.4,18.34,33.2,141.7,4.57,72.2,1.81,2.73,18.36,0.51,94.8
Kapoeta lowlands 4.767N 33.600E,1986,8,25.81,18.19,34.93,84.6,2.73,61.61,2.33,3.55,22.09,0.49,94.63
Kapoeta lowlands 4.767N 33.600E,1986,9,26.82,19.44,37.27,69.3,2.31,58.95,2.2,3.27,22.13,0.47,94.6
Kapoeta lowlands 4.767N 33.600E,1986,10,27.88,20.07,37.9,92.4,2.98,55.49,2.55,3.79,21.31,0.46,94.49
Kapoeta lowlands 4.767N 33.600E,1986,11,27.81,20.37,37.41,43.2,1.44,55.39,2.76,4.07,20.23,0.45,94.41
Kapoeta lowlands 4.767N 33.600E,1986,12,27.36,18.34,37.52,29.1,0.94,48.59,2.82,4.07,19.87,0.43,94.51
Kapoeta lowlands 4.767N 33.600E,1987,1,29.64,21.71,39.12,2.5,0.08,32.2,3.46,4.91,20.93,0.41,94.46
Kapoeta lowlands 4.767N 33.600E,1987,2,30.57,21.55,40.17,47.3,1.69,33.11,3.72,5.18,21.11,0.42,94.37
Kapoeta lowlands 4.767N 33.600E,1987,3,29.48,22.4,39.57,43.4,1.4,48.95,3.25,4.53,20.13,0.43,94.29
Kapoeta lowlands 4.767N 33.600E,1987,4,28.68,20.61,39.56,90.6,3.02,56.04,3.64,5.1,19.92,0.45,94.42
Kapoeta lowlands 4.767N 33.600E,1987,5,26.56,20.87,37.26,217.3,7.01,70.89,2.27,3.32,18.78,0.49,94.48
Kapoeta lowlands 4.767N 33.600E,1987,6,24.36,19.05,31.72,217.2,7.24,78.06,2.03,3.13,19.08,0.57,94.74
Kapoeta lowlands 4.767N 33.600E,1987,7,25.1,18.76,33.23,94.5,3.05,65.9,2.69,4.11,20.94,0.52,94.63
Kapoeta lowlands 4.767N 33.600E,1987,8,26.81,18.94,35.37,99.8,3.22,59.86,2.74,4.06,20.46,0.48,94.56
Kapoeta lowlands 4.767N 33.600E,1987,9,27.91,20.0,37.4,58.2,1.94,56.76,2.28,3.39,22.08,0.46,94.53
Kapoeta lowlands 4.767N 33.600E,1987,10,28.23,20.13,37.36,66.3,2.14,56.65,2.39,3.54,21.45,0.46,94.44
Kapoeta lowlands 4.767N 33.600E,1987,11,27.79,20.2,37.42,73.2,2.44,57.73,2.6,3.88,20.05,0.46,94.45
Kapoeta lowlands 4.767N 33.600E,1987,12,28.89,20.36,39.21,22.6,0.73,43.46,2.57,3.82,21.15,0.43,94.5
Kapoeta lowlands 4.767N 33.600E,1988,1,30.53,22.29,38.96,22.9,0.74,38.35,2.39,3.43,19.83,0.42,94.36
Kapoeta lowlands 4.767N 33.600E,1988,2,31.54,22.0,40.8,8.4,0.29,33.09,3.63,5.03,21.26,0.41,94.24
Kapoeta lowlands 4.767N 33.600E,1988,3,32.3,22.68,41.59,21.1,0.68,33.09,3.63,5.01,21.01,0.41,94.25
Kapoeta lowlands 4.767N 33.600E,1988,4,28.69,21.49,41.24,126.3,4.21,59.77,3.77,5.26,20.07,0.45,94.32
Kapoeta lowlands 4.767N 33.600E,1988,5,27.25,21.09,35.58,111.6,3.6,64.91,2.77,4.0,20.35,0.48,94.55
Kapoeta lowlands 4.767N 33.600E,1988,6,27.34,20.92,36.38,54.9,1.83,57.45,2.8,4.07,21.14,0.45,94.6
Kapoeta lowlands 4.767N 33.600E,1988,7,25.28,19.04,35.2,155.3,5.01,70.07,1.71,2.59,16.68,0.49,94.68
Kapoeta lowlands 4.767N 33.600E,1988,8,25.12,19.84,34.36,150.7,4.86,73.16,1.66,2.53,20.02,0.51,94.61
Kapoeta lowlands 4.767N 33.600E,1988,9,26.41,19.74,35.85,112.2,3.74,66.11,1.99,3.02,18.76,0.49,94.5
Kapoeta lowlands 4.767N 33.600E,1988,10,26.51,19.38,35.45,119.4,3.85,67.03,2.52,3.76,20.68,0.5,94.44
Kapoeta lowlands 4.767N 33.600E,1988,11,27.24,19.98,35.97,31.8,1.06,56.71,3.23,4.77,21.13,0.46,94.52
Kapoeta lowlands 4.767N 33.600E,1988,12,28.14,19.26,36.82,18.9,0.61,43.18,3.89,5.63,20.65,0.43,94.4
Kapoeta lowlands 4.767N 33.600E,1989,1,27.86,18.79,38.25,5.0,0.16,35.78,2.3,3.37,22.2,0.42,94.44
Kapoeta lowlands 4.767N 33.600E,1989,2,28.38,20.32,38.68,49.3,1.76,41.89,3.18,4.5,21.26,0.43,94.46
Kapoeta lowlands 4.767N 33.600E,1989,3,29.71,21.17,39.92,99.8,3.22,44.05,3.5,4.87,20.49,0.43,94.23
Kapoeta lowlands 4.767N 33.600E,1989,4,28.47,20.6,37.67,63.6,2.12,55.42,4.07,5.71,21.66,0.45,94.35
Kapoeta lowlands 4.767N 33.600E,1989,5,26.93,20.72,35.29,86.8,2.8,64.12,2.93,4.23,19.98,0.46,94.55
Kapoeta lowlands 4.767N 33.600E,1989,6,27.67,20.08,35.95,9.3,0.31,50.71,3.04,4.39,19.63,0.43,94.65
Kapoeta lowlands 4.767N 33.600E,1989,7,25.87,19.89,36.08,107.9,3.48,66.8,1.62,2.4,17.62,0.46,94.71
Kapoeta lowlands 4.767N 33.600E,1989,8,27.52,20.34,36.43,36.9,1.19,52.65,2.46,3.58,20.78,0.43,94.62
Kapoeta lowlands 4.767N 33.600E,1989,9,27.7,19.88,38.32,73.2,2.44,54.59,2.62,3.84,20.5,0.44,94.45
Kapoeta lowlands 4.767N 33.600E,1989,10,28.3,20.52,37.48,54.2,1.75,53.07,3.09,4.52,21.29,0.44,94.47
Kapoeta lowlands 4.767N 33.600E,1989,11,28.29,21.49,37.75,42.0,1.4,53.85,3.82,5.5,20.31,0.43,94.44
Kapoeta lowlands 4.767N 33.600E,1989,12,28.29,21.03,37.56,39.7,1.28,52.78,2.75,3.99,18.8,0.43,94.46
Kapoeta lowlands 4.767N 33.600E,1990,1,29.26,20.9,38.5,23.2,0.75,41.34,3.76,5.32,20.79,0.42,94.42
Kapoeta lowlands 4.767N 33.600E,1990,2,30.4,22.47,39.9,31.4,1.12,42.94,3.02,4.15,16.9,0.42,94.37
Kapoeta lowlands 4.767N 33.600E,1990,3,28.73,21.87,38.47,64.8,2.09,54.45,3.13,4.31,19.93,0.43,94.49
Kapoeta lowlands 4.767N 33.600E,1990,4,28.71,21.84,38.0,48.0,1.6,57.48,3.53,4.92,19.7,0.43,94.37
Kapoeta lowlands 4.767N 33.600E,1990,5,28.4,22.25,38.3,79.4,2.56,60.03,2.57,3.66,19.89,0.44,94.48
Kapoeta lowlands 4.767N 33.600E,1990,6,28.51,21.42,36.88,22.5,0.75,50.66,2.5,3.61,20.41,0.42,94.66
Kapoeta lowlands 4.767N 33.600E,1990,7,26.34,19.7,36.39,94.5,3.05,61.27,1.97,2.94,19.0,0.45,94.69
Kapoeta lowlands 4.767N 33.600E,1990,8,27.56,20.24,36.81,67.6,2.18,58.16,2.02,2.94,19.69,0.44,94.69
Kapoeta lowlands 4.767N 33.600E,1990,9,28.93,21.09,38.04,32.1,1.07,47.83,2.53,3.69,22.43,0.43,94.54
Kapoeta lowlands 4.767N 33.600E,1990,10,27.91,20.75,38.51,85.6,2.76,54.84,3.19,4.7,20.86,0.44,94.49
Kapoeta lowlands 4.767N 33.600E,1990,11,28.67,22.11,37.73,29.4,0.98,50.15,3.81,5.52,21.04,0.43,94.42
Kapoeta lowlands 4.767N 33.600E,1990,12,29.21,21.68,38.2,13.3,0.43,41.21,4.39,6.23,20.15,0.42,94.38
Kapoeta lowlands 4.767N 33.600E,1991,1,29.15,22.18,39.08,52.7,1.7,44.17,3.34,4.72,20.26,0.42,94.42
Kapoeta lowlands 4.767N 33.600E,1991,2,31.45,21.33,40.35,5.0,0.18,33.06,3.65,5.07,20.14,0.41,94.34
Kapoeta lowlands 4.767N 33.600E,1991,3,31.5,23.08,41.25,40.0,1.29,38.71,4.71,6.41,21.21,0.42,94.22
Kapoeta lowlands 4.767N 33.600E,1991,4,28.85,21.52,38.26,111.6,3.72,56.4,3.45,4.84,20.75,0.45,94.35
Kapoeta lowlands 4.767N 33.600E,1991,5,27.11,21.42,36.18,186.3,6.01,68.05,2.55,3.7,18.39,0.48,94.45
Kapoeta lowlands 4.767N 33.600E,1991,6,26.63,20.01,34.69,56.4,1.88,66.34,1.85,2.78,19.14,0.48,94.62
Kapoeta lowlands 4.767N 33.600E,1991,7,25.64,19.68,34.59,96.7,3.12,67.2,1.91,2.86,18.9,0.48,94.74
Kapoeta lowlands 4.767N 33.600E,1991,8,26.35,20.2,35.11,104.8,3.38,66.12,1.73,2.58,19.09,0.47,94.73
Kapoeta lowlands 4.767N 33.600E,1991,9,27.91,20.27,37.96,38.1,1.27,51.99,2.27,3.43,22.41,0.45,94.62
Kapoeta lowlands 4.767N 33.600E,1991,10,26.77,20.06,38.27,114.4,3.69,61.04,2.06,3.08,19.54,0.46,94.49
Kapoeta lowlands 4.767N 33.600E,1991,11,27.92,20.99,36.43,16.8,0.56,51.81,3.24,4.77,21.41,0.44,94.48
Kapoeta lowlands 4.767N 33.600E,1991,12,28.99,21.26,37.58,5.0,0.16,39.7,3.08,4.48,21.2,0.42,94.44
Kapoeta lowlands 4.767N 33.600E,1992,1,29.99,17.77,39.78,0.0,0.0,31.42,3.68,5.21,22.2,0.41,94.42
Kapoeta lowlands 4.767N 33.600E,1992,2,31.27,19.64,40.67,7.2,0.25,27.14,2.59,3.66,21.9,0.41,94.41
Kapoeta lowlands 4.767N 33.600E,1992,3,32.28,23.37,40.93,28.2,0.91,33.58,4.64,6.37,23.85,0.41,94.25
Kapoeta lowlands 4.767N 33.600E,1992,4,31.11,23.52,40.36,27.6,0.92,44.68,3.88,5.34,20.89,0.42,94.3
Kapoeta lowlands 4.767N 33.600E,1992,5,28.97,22.12,37.98,62.3,2.01,54.12,3.4,4.83,19.67,0.43,94.43
Kapoeta lowlands 4.767N 33.600E,1992,6,27.87,21.68,38.12,62.1,2.07,58.87,1.94,2.79,18.46,0.44,94.6
Kapoeta lowlands 4.767N 33.600E,1992,7,26.54,19.98,35.7,92.7,2.99,62.97,1.77,2.59,18.86,0.44,94.74
Kapoeta lowlands 4.767N 33.600E,1992,8,26.07,20.03,35.94,111.9,3.61,65.11,1.85,2.76,19.89,0.47,94.75
Kapoeta lowlands 4.767N 33.600E,1992,9,27.92,19.99,37.95,46.2,1.54,52.81,2.6,3.81,21.02,0.45,94.51
Kapoeta lowlands 4.767N 33.600E,1992,10,26.92,20.66,37.02,151.0,4.87,64.61,2.08,3.08,19.22,0.47,94.52
Kapoeta lowlands 4.767N 33.600E,1992,11,27.32,20.53,35.94,34.8,1.16,54.04,3.22,4.78,20.59,0.45,94.44
Kapoeta lowlands 4.767N 33.600E,1992,12,27.66,20.15,36.39,24.2,0.78,55.6,3.03,4.34,19.41,0.43,94.48
Kapoeta lowlands 4.767N 33.600E,1993,1,28.09,17.34,36.78,18.6,0.6,47.03,3.09,4.34,20.34,0.42,94.51
Kapoeta lowlands 4.767N 33.600E,1993,2,29.67,20.07,39.83,1.1,0.04,37.59,3.56,4.89,21.68,0.41,94.4
Kapoeta lowlands 4.767N 33.600E,1993,3,30.67,22.12,40.17,55.2,1.78,38.89,4.27,5.87,23.06,0.42,94.35
Kapoeta lowlands 4.767N 33.600E,1993,4,29.81,22.41,38.56,52.8,1.76,49.11,4.4,6.09,20.4,0.43,94.32
Kapoeta lowlands 4.767N 33.600E,1993,5,28.18,21.49,37.05,108.5,3.5,60.87,3.08,4.41,19.29,0.45,94.45
Kapoeta lowlands 4.767N 33.600E,1993,6,26.97,20.88,35.46,76.8,2.56,60.43,2.49,3.63,19.49,0.46,94.69
Kapoeta lowlands 4.767N 33.600E,1993,7,26.48,19.51,35.41,77.8,2.51,59.01,2.06,3.06,20.33,0.45,94.72
Kapoeta lowlands 4.767N 33.600E,1993,8,27.95,19.49,37.04,42.2,1.36,48.91,2.67,3.9,21.97,0.44,94.69
Kapoeta lowlands 4.767N 33.600E,1993,9,29.53,21.2,38.74,0.6,0.02,36.15,3.26,4.76,22.76,0.41,94.53
Kapoeta lowlands 4.767N 33.600E,1993,10,30.17,23.1,38.74,16.4,0.53,40.06,3.66,5.27,22.62,0.41,94.46
Kapoeta lowlands 4.767N 33.600E,1993,11,28.72,21.73,38.11,35.4,1.18,51.02,3.46,4.99,21.07,0.42,94.36
Kapoeta lowlands 4.767N 33.600E,1993,12,29.95,21.4,38.4,8.4,0.27,37.79,4.08,5.82,21.91,0.41,94.39
Kapoeta lowlands 4.767N 33.600E,1994,1,31.12,22.44,39.91,0.0,0.0,26.02,3.95,5.61,22.87,0.41,94.24
Kapoeta lowlands 4.767N 33.600E,1994,2,31.87,22.32,40.55,5.9,0.21,22.1,2.78,3.95,22.7,0.41,94.26
Kapoeta lowlands 4.767N 33.600E,1994,3,31.83,24.07,41.0,19.2,0.62,35.11,3.76,5.15,19.82,0.41,94.27
Kapoeta lowlands 4.767N 33.600E,1994,4,29.03,22.03,40.06,119.7,3.99,56.88,3.62,5.06,20.6,0.45,94.32
Kapoeta lowlands 4.767N 33.600E,1994,5,28.26,21.48,36.98,105.4,3.4,60.18,2.82,4.06,21.17,0.46,94.5
Kapoeta lowlands 4.767N 33.600E,1994,6,26.49,20.38,36.09,108.6,3.62,65.47,1.78,2.67,19.58,0.47,94.64
Kapoeta lowlands 4.767N 33.600E,1994,7,24.73,19.4,33.33,212.3,6.85,74.94,1.43,2.19,19.02,0.52,94.74
Kapoeta lowlands 4.767N 33.600E,1994,8,25.17,19.38,34.37,129.0,4.16,71.03,1.88,2.88,19.88,0.52,94.66
Kapoeta lowlands 4.767N 33.600E,1994,9,27.61,19.68,37.35,40.8,1.36,53.27,2.6,3.89,23.28,0.46,94.59
Kapoeta lowlands 4.767N 33.600E,1994,10,25.85,20.6,35.31,75.6,2.44,68.14,2.54,3.76,21.41,0.47,94.49
Kapoeta lowlands 4.767N 33.600E,1994,11,26.39,19.77,35.05,62.4,2.08,66.68,2.75,4.06,18.67,0.47,94.48
Kapoeta lowlands 4.767N 33.600E,1994,12,27.64,20.0,36.82,15.8,0.51,46.45,3.61,5.24,20.71,0.43,94.53
Kapoeta lowlands 4.767N 33.600E,1995,1,29.72,20.37,39.0,5.6,0.18,31.34,3.49,5.01,23.22,0.41,94.43
Kapoeta lowlands 4.767N 33.600E,1995,2,30.75,21.82,40.01,23.8,0.85,35.65,2.93,4.1,21.81,0.41,94.38
Kapoeta lowlands 4.767N 33.600E,1995,3,30.67,22.46,40.53,48.1,1.55,43.72,4.29,5.88,21.22,0.42,94.29
Kapoeta lowlands 4.767N 33.600E,1995,4,29.86,22.74,39.83,80.1,2.67,51.45,4.55,6.29,18.13,0.43,94.24
Kapoeta lowlands 4.767N 33.600E,1995,5,28.24,21.61,37.53,66.0,2.13,59.12,3.14,4.48,21.39,0.44,94.43
Kapoeta lowlands 4.767N 33.600E,1995,6,28.0,21.43,36.95,82.8,2.76,54.91,2.68,3.87,19.25,0.44,94.58
Kapoeta lowlands 4.767N 33.600E,1995,7,25.28,19.69,34.54,122.5,3.95,71.8,1.59,2.4,18.1,0.48,94.59
Kapoeta lowlands 4.767N 33.600E,1995,8,27.1,21.13,36.09,76.0,2.45,62.01,2.03,2.98,20.35,0.46,94.6
Kapoeta lowlands 4.767N 33.600E,1995,9,27.27,19.95,37.27,85.8,2.86,60.52,2.27,3.38,21.21,0.46,94.6
Kapoeta lowlands 4.767N 33.600E,1995,10,27.33,21.08,36.52,99.8,3.22,62.47,2.48,3.68,20.25,0.46,94.43
Kapoeta lowlands 4.767N 33.600E,1995,11,27.66,20.83,36.13,38.1,1.27,57.83,2.96,4.3,19.67,0.45,94.48
Kapoeta lowlands 4.767N 33.600E,1995,12,28.7,20.41,37.43,26.0,0.84,48.55,3.14,4.52,19.25,0.42,94.48
Kapoeta lowlands 4.767N 33.600E,1996,1,28.83,20.91,38.87,18.3,0.59,45.72,2.8,3.99,19.29,0.42,94.31
Kapoeta lowlands 4.767N 33.600E,1996,2,31.83,23.77,40.37,5.2,0.18,30.94,3.43,4.76,19.53,0.41,94.15
Kapoeta lowlands 4.767N 33.600E,1996,3,29.45,21.82,40.6,108.2,3.49,53.5,3.79,5.22,19.52,0.44,94.24
Kapoeta lowlands 4.767N 33.600E,1996,4,27.96,21.82,37.08,99.6,3.32,60.53,3.55,5.02,19.96,0.47,94.34
Kapoeta lowlands 4.767N 33.600E,1996,5,27.68,21.36,36.21,107.6,3.47,63.04,2.61,3.74,20.65,0.47,94.5
Kapoeta lowlands 4.767N 33.600E,1996,6,25.39,20.07,33.34,121.8,4.06,71.24,1.85,2.79,16.78,0.5,94.66
Kapoeta lowlands 4.767N 33.600E,1996,7,25.32,19.89,34.25,85.2,2.75,67.2,1.96,2.93,18.86,0.48,94.74
Kapoeta lowlands 4.767N 33.600E,1996,8,25.8,19.94,34.63,113.8,3.67,68.84,1.83,2.75,19.83,0.48,94.65
Kapoeta lowlands 4.767N 33.600E,1996,9,27.02,20.32,36.6,55.5,1.85,63.78,1.89,2.77,20.99,0.46,94.51
Kapoeta lowlands 4.767N 33.600E,1996,10,28.36,21.45,36.84,44.0,1.42,52.8,2.94,4.31,21.09,0.44,94.46
Kapoeta lowlands 4.767N 33.600E,1996,11,27.11,21.24,35.53,39.9,1.33,60.0,3.07,4.43,19.64,0.44,94.42
Kapoeta lowlands 4.767N 33.600E,1996,12,28.86,19.65,37.7,10.2,0.33,38.93,3.3,4.81,20.99,0.42,94.42
Kapoeta lowlands 4.767N 33.600E,1997,1,30.51,20.99,39.68,0.0,0.0,31.27,3.17,4.52,21.39,0.41,94.33
Kapoeta lowlands 4.767N 33.600E,1997,2,31.04,21.34,40.42,2.0,0.07,22.82,3.34,4.74,24.97,0.41,94.34
Kapoeta lowlands 4.767N 33.600E,1997,3,31.87,22.37,40.64,40.6,1.31,35.96,4.62,6.31,23.55,0.41,94.25
Kapoeta lowlands 4.767N 33.600E,1997,4,27.03,21.61,36.34,119.7,3.99,67.13,2.9,4.1,19.18,0.47,94.48
Kapoeta lowlands 4.767N 33.600E,1997,5,26.14,19.55,35.26,151.9,4.9,67.91,3.03,4.42,20.57,0.5,94.63
Kapoeta lowlands 4.767N 33.600E,1997,6,27.68,21.47,36.28,39.9,1.33,56.83,3.11,4.51,20.76,0.45,94.58
